ID,PAY_AMT_APRIL,PAY_AMT_FEBRUARY,PAY_AMT_JANUARY,PAY_AMT_JUNE,PAY_AMT_MARCH,PAY_AMT_MAY,PAY_APRIL,PAY_FEBRUARY,PAY_JANUARY,PAY_JUNE,PAY_MARCH,PAY_MAY,BILL_AMT_APRIL,BILL_AMT_FEBRUARY,BILL_AMT_JANUARY,BILL_AMT_JUNE,BILL_AMT_MARCH,BILL_AMT_MAY,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,DEFAULT_JULY
16848,102.0,25125.0,35031.0,39100.0,17868.0,38759.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,38685.0,17778.0,24354.0,8143.0,22125.0,39869.0,200000.0,1,2,1,49,0
16850,10661.0,6020.0,0.0,2809.0,2214.0,7541.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7541.0,2214.0,6020.0,30077.0,10661.0,2809.0,140000.0,2,1,2,25,0
16852,1187.0,426.0,428.0,1154.0,410.0,1176.0,0.0,0.0,0.0,0.0,0.0,0.0,10244.0,11478.0,11720.0,208207.0,11255.0,9222.0,320000.0,1,2,1,38,0
16853,500.0,900.0,100.0,1600.0,2800.0,3071.0,0.0,-1.0,-1.0,0.0,0.0,0.0,27713.0,2746.0,625.0,50459.0,3807.0,36307.0,50000.0,1,1,2,27,0
16854,3140.0,5347.0,1420.0,3666.0,0.0,2787.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,2779.0,1831.0,5347.0,1276.0,3140.0,3666.0,310000.0,2,2,2,38,0
16855,1200.0,0.0,33232.0,527.0,16578.0,11249.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,11249.0,16578.0,16129.0,8570.0,7816.0,527.0,130000.0,2,2,2,22,0
16856,2000.0,0.0,4046.0,0.0,2000.0,5100.0,2.0,2.0,2.0,3.0,2.0,2.0,52431.0,53345.0,52333.0,49201.0,52479.0,48134.0,70000.0,2,2,2,26,1
16858,991.0,5400.0,0.0,18675.0,0.0,0.0,2.0,0.0,-1.0,1.0,0.0,-1.0,1982.0,991.0,5400.0,-430.0,1982.0,16659.0,230000.0,1,2,1,39,0
16859,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-150.0,-150.0,-150.0,-150.0,-150.0,-150.0,310000.0,1,1,1,40,0
16860,0.0,0.0,2966.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.0,54.0,54.0,54.0,54.0,54.0,20000.0,1,2,2,43,1
16863,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,2,1,1,32,0
16864,131000.0,0.0,1700.0,6179.0,0.0,1969.0,0.0,-1.0,-2.0,0.0,-1.0,0.0,9910.0,0.0,0.0,139892.0,12909.0,131365.0,130000.0,1,2,1,44,1
16866,13467.0,0.0,0.0,0.0,5300.0,200.0,-2.0,0.0,0.0,1.0,-1.0,-2.0,0.0,17800.0,0.0,-200.0,13467.0,-200.0,360000.0,2,1,1,33,0
16871,40022.0,0.0,90000.0,140000.0,3024.0,25012.0,0.0,0.0,0.0,-1.0,0.0,-1.0,141204.0,138067.0,117049.0,5946.0,160275.0,132696.0,500000.0,2,1,2,37,0
16872,0.0,3000.0,9000.0,1000.0,4000.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-250.0,609.0,362.0,875.0,-125.0,375.0,230000.0,2,2,2,28,0
16873,1200.0,1000.0,1000.0,0.0,1000.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,8505.0,10395.0,11227.0,9080.0,9557.0,8790.0,20000.0,1,3,2,40,0
16874,0.0,3000.0,0.0,0.0,6000.0,3600.0,2.0,0.0,0.0,1.0,2.0,2.0,24122.0,28843.0,31353.0,21509.0,23440.0,20877.0,100000.0,1,1,1,52,1
16876,1500.0,500.0,1000.0,2000.0,1004.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,28151.0,18981.0,6155.0,32428.0,27697.0,32136.0,150000.0,2,2,2,32,0
16878,8014.0,5012.0,5000.0,10004.0,5008.0,10009.0,0.0,0.0,0.0,0.0,0.0,0.0,157537.0,113925.0,116382.0,158844.0,162697.0,149298.0,150000.0,2,2,1,43,0
16879,5000.0,6000.0,5137.0,7500.0,5000.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,146396.0,138502.0,136665.0,154374.0,136531.0,153018.0,180000.0,1,1,2,32,0
16880,1496.0,1496.0,1496.0,1496.0,1496.0,1496.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1496.0,1496.0,1496.0,0.0,1496.0,1496.0,160000.0,2,2,1,41,0
16882,5000.0,4928.0,4574.0,7100.0,0.0,5000.0,2.0,2.0,0.0,2.0,2.0,2.0,129669.0,128857.0,131469.0,124651.0,131057.0,128263.0,130000.0,2,1,2,30,1
16885,8023.0,5700.0,0.0,6000.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,66432.0,72015.0,76521.0,63150.0,73312.0,68125.0,150000.0,2,2,2,30,0
16886,2408.0,1820.0,2040.0,2247.0,1689.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,57952.0,46055.0,43176.0,62049.0,58627.0,58158.0,100000.0,2,3,1,49,0
16887,468.0,5893.0,5977.0,1295.0,2816.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,8967.0,10816.0,15893.0,7806.0,8729.0,8392.0,230000.0,2,2,1,43,0
16888,2468.0,2500.0,1046.0,3000.0,1700.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,30395.0,30360.0,29899.0,30235.0,29962.0,28246.0,30000.0,1,1,2,23,0
16891,32178.0,6205.0,18814.0,17392.0,680.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-8.0,680.0,6205.0,723.0,32170.0,17392.0,360000.0,2,1,1,46,0
16893,0.0,0.0,4003.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,180000.0,1,1,1,44,0
16895,0.0,2000.0,0.0,0.0,0.0,2403.0,2.0,2.0,0.0,1.0,3.0,2.0,20399.0,19645.0,11229.0,20985.0,19945.0,20393.0,30000.0,1,2,2,24,0
16896,5007.0,3000.0,1181.0,3000.0,20205.0,5015.0,0.0,-1.0,0.0,0.0,0.0,0.0,46705.0,20205.0,6483.0,48108.0,41125.0,45281.0,490000.0,2,2,2,35,0
16899,118.0,2000.0,2128.0,4112.0,67.0,10269.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,10269.0,3330.0,4339.0,7795.0,5880.0,4110.0,20000.0,2,1,2,24,0
16902,6910.0,2375.0,9577.0,6300.0,30.0,4588.0,0.0,2.0,0.0,0.0,0.0,0.0,109339.0,75536.0,66643.0,104393.0,113799.0,108956.0,200000.0,2,2,2,35,0
16903,4036.0,2091.0,1917.0,3842.0,6254.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-20.0,6209.0,2081.0,186.0,4016.0,3823.0,340000.0,1,2,2,41,0
16904,5000.0,5644.0,4767.0,6355.0,5117.0,6500.0,0.0,0.0,0.0,2.0,0.0,0.0,109736.0,114878.0,118541.0,204297.0,111487.0,106428.0,190000.0,2,1,2,26,1
16906,658.0,679.0,654.0,2813.0,659.0,1289.0,0.0,0.0,0.0,2.0,0.0,0.0,18942.0,18183.0,18561.0,18460.0,18811.0,20942.0,50000.0,2,2,3,48,1
16913,5000.0,6000.0,3000.0,12000.0,4010.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,50135.0,19686.0,19374.0,48591.0,49526.0,37944.0,50000.0,1,2,1,30,0
16917,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,1,2,1,28,1
16918,3000.0,2000.0,1787.0,3144.0,2500.0,3878.0,0.0,0.0,0.0,0.0,0.0,0.0,50955.0,49290.0,50603.0,47823.0,49813.0,48468.0,50000.0,2,2,1,45,0
16919,0.0,1500.0,1540.0,181.0,39344.0,1133.0,-2.0,-1.0,0.0,-2.0,-2.0,-2.0,1133.0,39344.0,40264.0,5623.0,0.0,181.0,240000.0,2,1,2,28,0
16920,1261.0,606.0,583.0,1346.0,782.0,2664.0,0.0,0.0,0.0,0.0,2.0,0.0,20090.0,19601.0,16460.0,19374.0,19052.0,17772.0,50000.0,1,3,1,33,0
16924,3000.0,2000.0,8500.0,3204.0,2000.0,3060.0,0.0,0.0,0.0,0.0,0.0,0.0,77416.0,53749.0,51026.0,83093.0,53338.0,78682.0,80000.0,2,2,1,30,0
16925,5799.0,17914.0,360.0,30580.0,7690.0,5739.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5711.0,7652.0,17825.0,3102.0,5770.0,30428.0,230000.0,1,1,1,37,0
16926,0.0,3000.0,3000.0,3000.0,1800.0,0.0,0.0,-1.0,0.0,0.0,-2.0,0.0,-41.0,1759.0,4703.0,6959.0,-41.0,3959.0,80000.0,1,3,1,42,0
16928,0.0,3500.0,8000.0,0.0,93536.0,1991.0,-1.0,-1.0,0.0,1.0,2.0,-2.0,1991.0,93536.0,95373.0,0.0,1991.0,0.0,100000.0,1,3,2,33,0
16932,0.0,7706.0,1679.0,650.0,647.0,650.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,650.0,647.0,7706.0,0.0,325.0,325.0,100000.0,2,1,2,32,1
16933,2150.0,1000.0,1000.0,1436.0,1500.0,1416.0,0.0,0.0,0.0,0.0,0.0,0.0,25631.0,24529.0,25095.0,23611.0,23609.0,24651.0,180000.0,2,2,2,44,0
16934,4027.0,1565.0,26346.0,33891.0,234.0,16267.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,14283.0,10833.0,2261.0,4439.0,16426.0,33720.0,350000.0,1,1,2,35,0
16936,1298.0,800.0,879.0,2000.0,1000.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,47247.0,19716.0,20145.0,48560.0,42541.0,49644.0,50000.0,2,2,1,22,1
16937,780.0,0.0,0.0,1125.0,0.0,1000.0,0.0,-1.0,-2.0,0.0,-1.0,0.0,3699.0,0.0,0.0,8152.0,780.0,7268.0,20000.0,2,3,1,47,0
16941,3530.0,4000.0,5000.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,92457.0,72458.0,72168.0,100143.0,79496.0,98338.0,110000.0,2,2,1,41,0
16942,0.0,0.0,0.0,165.0,0.0,1295.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1295.0,0.0,0.0,10742.0,0.0,165.0,200000.0,2,1,2,31,0
16943,1939.0,1520.0,2358.0,1519.0,1939.0,1939.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1939.0,1939.0,1520.0,2359.0,1939.0,1519.0,210000.0,1,3,1,37,0
16944,0.0,390.0,390.0,1170.0,390.0,0.0,2.0,-1.0,-1.0,-1.0,0.0,-1.0,780.0,390.0,390.0,390.0,390.0,1170.0,360000.0,2,1,1,45,1
16945,660.0,906.0,650.0,1330.0,752.0,1274.0,0.0,0.0,0.0,0.0,0.0,0.0,19445.0,19473.0,20009.0,19107.0,19831.0,20120.0,20000.0,1,3,2,43,0
16946,7000.0,10000.0,8000.0,10000.0,10000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,162143.0,151047.0,147564.0,224985.0,165345.0,188593.0,230000.0,2,3,1,49,0
16952,1466.0,604.0,608.0,2000.0,600.0,2045.0,0.0,0.0,0.0,0.0,0.0,0.0,47500.0,17125.0,16686.0,46137.0,47921.0,46975.0,50000.0,2,2,1,54,0
16954,8423.0,5139.0,5000.0,100000.0,6753.0,8270.0,0.0,0.0,0.0,0.0,0.0,0.0,209680.0,174907.0,126309.0,109997.0,213527.0,205119.0,360000.0,1,1,2,29,0
16958,1330.0,1190.0,2090.0,40000.0,7095.0,5000.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,17740.0,7095.0,1190.0,81313.0,1330.0,117866.0,130000.0,2,1,1,35,0
16959,500.0,500.0,500.0,1232.0,1000.0,1092.0,0.0,0.0,0.0,0.0,0.0,0.0,10594.0,11608.0,9186.0,8647.0,11002.0,9734.0,20000.0,2,2,2,23,0
16962,1000.0,1000.0,0.0,1200.0,1000.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,6021.0,7648.0,8367.0,9363.0,6763.0,5062.0,10000.0,1,3,2,22,0
16965,1003.0,2000.0,1000.0,2000.0,2040.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,15709.0,14166.0,14025.0,18157.0,13209.0,16520.0,130000.0,2,2,1,29,0
16969,2000.0,0.0,1400.0,0.0,2000.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,10916.0,13904.0,13538.0,11859.0,12419.0,11385.0,20000.0,1,2,2,23,1
16970,12657.0,3000.0,25000.0,1631.0,569.0,21698.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,21698.0,11349.0,9006.0,3987.0,12657.0,1631.0,200000.0,2,1,1,34,0
16972,1310.0,806.0,656.0,1286.0,706.0,21578.0,0.0,0.0,0.0,0.0,0.0,0.0,23168.0,20251.0,19970.0,48245.0,20245.0,27656.0,50000.0,1,3,2,49,0
16973,1500.0,646.0,2000.0,1970.0,1000.0,2355.0,0.0,0.0,0.0,0.0,0.0,0.0,51810.0,13059.0,13488.0,49544.0,28964.0,50418.0,80000.0,2,3,1,35,0
16974,665.0,613.0,520.0,300.0,576.0,399.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,399.0,576.0,613.0,761.0,665.0,300.0,230000.0,2,1,2,35,0
16975,0.0,144.0,0.0,0.0,300.0,0.0,-2.0,-1.0,-1.0,-1.0,-2.0,-1.0,-33.0,267.0,144.0,891.0,-33.0,-33.0,250000.0,2,1,2,44,0
16976,0.0,7464.0,2485.0,687.0,5092.0,4053.0,-2.0,-1.0,-1.0,1.0,-2.0,-2.0,4048.0,5092.0,7452.0,2404.0,0.0,681.0,230000.0,2,2,2,36,0
16978,0.0,514.0,3.0,0.0,625.0,0.0,-2.0,-1.0,-1.0,1.0,-2.0,-2.0,0.0,625.0,514.0,0.0,0.0,0.0,230000.0,1,1,2,30,0
16979,3000.0,5000.0,0.0,3000.0,4000.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,33632.0,38981.0,43331.0,65779.0,35747.0,34480.0,70000.0,1,1,2,31,1
16980,2450.0,4300.0,6500.0,0.0,1830.0,2700.0,0.0,0.0,0.0,2.0,0.0,2.0,54882.0,52382.0,53947.0,59077.0,53894.0,55607.0,50000.0,2,3,1,29,1
16981,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,2851.0,0.0,0.0,160000.0,2,1,1,35,0
16983,1582.0,1486.0,1327.0,1849.0,1433.0,1894.0,0.0,0.0,0.0,0.0,0.0,0.0,35828.0,36587.0,36957.0,34572.0,36126.0,35173.0,100000.0,2,2,1,37,0
16984,2048.0,740.0,740.0,2488.0,740.0,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,740.0,740.0,740.0,1748.0,2048.0,2488.0,210000.0,1,2,1,31,0
16990,5495.0,5700.0,3502.0,928.0,10109.0,3602.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,3602.0,10059.0,5700.0,8432.0,5495.0,928.0,80000.0,2,2,1,28,0
16991,0.0,0.0,1070.0,8611.0,1170.0,0.0,-2.0,-1.0,-1.0,-2.0,-2.0,-2.0,0.0,1170.0,0.0,9821.0,0.0,8582.0,130000.0,2,1,2,28,1
16994,0.0,4000.0,15000.0,6018.0,6040.0,5000.0,2.0,0.0,0.0,2.0,2.0,2.0,100978.0,92062.0,90228.0,94935.0,96606.0,98462.0,100000.0,2,2,1,52,0
16996,5032.0,15003.0,15011.0,6781.0,5346.0,7226.0,0.0,0.0,0.0,0.0,0.0,0.0,161223.0,131346.0,134135.0,336179.0,145172.0,173781.0,360000.0,2,2,2,25,0
16999,6133.0,122.0,17398.0,7012.0,24408.0,10522.0,0.0,0.0,0.0,0.0,0.0,0.0,124836.0,34944.0,24355.0,119455.0,37334.0,120499.0,500000.0,2,3,1,41,0
17001,7171.0,1000.0,2000.0,6500.0,1000.0,84.0,2.0,0.0,0.0,0.0,0.0,0.0,19995.0,19120.0,19158.0,14406.0,19391.0,20653.0,20000.0,1,1,2,30,0
17003,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,4.0,51841.0,49706.0,49706.0,54078.0,50306.0,52946.0,50000.0,1,3,1,37,0
17004,1800.0,1200.0,1150.0,1950.0,1150.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,38704.0,35141.0,33502.0,51438.0,37135.0,40028.0,90000.0,1,1,1,37,0
17006,1800.0,2600.0,1200.0,1800.0,1165.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,26628.0,28084.0,30068.0,24505.0,27678.0,25592.0,30000.0,2,3,1,38,0
17009,824.0,877.0,2796.0,2100.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,47393.0,24071.0,24397.0,46631.0,22944.0,46929.0,50000.0,1,1,1,41,0
17011,2.0,0.0,900.0,2000.0,1608.0,1300.0,2.0,2.0,2.0,2.0,2.0,2.0,26622.0,24368.0,20859.0,28264.0,24022.0,28703.0,30000.0,2,2,1,43,1
17016,10005.0,4231.0,5000.0,7000.0,6193.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,173389.0,155592.0,116249.0,190693.0,154440.0,169931.0,210000.0,2,2,1,43,0
17019,3000.0,2500.0,3000.0,3500.0,0.0,2000.0,0.0,2.0,2.0,0.0,0.0,0.0,29913.0,31597.0,33575.0,25637.0,32417.0,28371.0,50000.0,1,2,2,39,1
17020,600.0,600.0,500.0,1500.0,500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,10339.0,10945.0,11214.0,15502.0,10766.0,14446.0,50000.0,1,3,2,41,0
17022,1320.0,745.0,747.0,1511.0,750.0,1772.0,0.0,0.0,0.0,0.0,0.0,0.0,22369.0,20608.0,20606.0,23303.0,20608.0,23978.0,110000.0,2,2,1,40,0
17023,1400.0,600.0,0.0,1444.0,588.0,1660.0,0.0,0.0,0.0,0.0,0.0,0.0,28472.0,29400.0,30000.0,26253.0,29212.0,27256.0,30000.0,2,2,1,34,0
17024,5200.0,5700.0,9101.0,0.0,5400.0,6908.0,0.0,0.0,0.0,2.0,0.0,2.0,157633.0,146202.0,144685.0,186806.0,145423.0,166153.0,200000.0,2,2,2,27,0
17028,30696.0,12752.0,15980.0,14000.0,53036.0,13400.0,0.0,0.0,0.0,0.0,0.0,0.0,375827.0,353036.0,355121.0,402396.0,330644.0,384100.0,430000.0,1,1,2,29,0
17029,0.0,0.0,2658.0,5383.0,1538.0,660.0,2.0,2.0,2.0,2.0,2.0,2.0,20542.0,20437.0,19994.0,16233.0,19572.0,20547.0,20000.0,2,1,2,22,1
17031,2582.0,3000.0,3000.0,3251.0,3000.0,2600.0,0.0,0.0,0.0,2.0,0.0,0.0,69674.0,72913.0,74738.0,92590.0,71097.0,93354.0,100000.0,1,2,2,35,0
17034,4009.0,6000.0,5300.0,6010.0,5000.0,12500.0,0.0,0.0,0.0,0.0,2.0,0.0,142477.0,139353.0,140953.0,137611.0,140617.0,135905.0,140000.0,1,2,2,38,0
17035,10000.0,8000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,158888.0,151679.0,143995.0,154386.0,144169.0,151549.0,260000.0,1,3,2,43,0
17036,0.0,0.0,0.0,3000.0,0.0,3505.0,0.0,-2.0,-2.0,0.0,0.0,0.0,3552.0,0.0,0.0,34326.0,0.0,34110.0,50000.0,1,2,2,43,0
17037,0.0,0.0,0.0,1127.0,0.0,3820.0,-1.0,-2.0,-2.0,-1.0,-1.0,0.0,3820.0,0.0,0.0,18422.0,0.0,13546.0,200000.0,1,1,1,43,0
17038,0.0,1000.0,1500.0,1290.0,1000.0,1500.0,0.0,0.0,0.0,0.0,2.0,0.0,6974.0,4645.0,3955.0,4555.0,5315.0,5764.0,50000.0,2,2,1,35,0
17040,3000.0,5000.0,5000.0,4000.0,15000.0,4002.0,0.0,0.0,0.0,0.0,0.0,0.0,70774.0,71994.0,57805.0,64232.0,70089.0,67516.0,320000.0,2,1,2,24,0
17041,11022.0,6.0,2844.0,10000.0,4935.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,199223.0,200935.0,-6.0,169223.0,202486.0,179223.0,300000.0,2,1,2,32,0
17043,1350.0,0.0,1630.0,0.0,1600.0,1620.0,0.0,0.0,2.0,2.0,0.0,2.0,17724.0,19763.0,19306.0,16944.0,18473.0,16374.0,30000.0,2,2,1,34,1
17044,5006.0,5.0,5308.0,6901.0,5507.0,4800.0,2.0,2.0,2.0,1.0,2.0,2.0,140047.0,142019.0,137251.0,136183.0,141215.0,139121.0,140000.0,2,2,1,50,0
17046,3300.0,1500.0,1600.0,1521.0,1500.0,1563.0,0.0,2.0,2.0,2.0,0.0,0.0,33462.0,36803.0,37566.0,31422.0,36199.0,32420.0,50000.0,2,3,1,42,1
17047,5661.0,8664.0,8917.0,32930.0,9109.0,6975.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6273.0,9103.0,8660.0,4925.0,5651.0,32767.0,210000.0,2,1,2,44,0
17056,0.0,0.0,0.0,4377.0,0.0,0.0,-1.0,-2.0,-2.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,15584.0,0.0,4377.0,50000.0,2,2,2,40,0
17057,399.0,10400.0,0.0,5000.0,500.0,5000.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,51400.0,500.0,10400.0,43714.0,399.0,47653.0,60000.0,2,2,1,23,0
17058,7008.0,4009.0,3807.0,5007.0,5005.0,7004.0,0.0,0.0,0.0,0.0,0.0,0.0,139337.0,119039.0,88833.0,144606.0,141018.0,136269.0,170000.0,2,2,1,35,0
17059,0.0,0.0,0.0,800.0,950.0,0.0,2.0,-1.0,2.0,1.0,2.0,-1.0,400.0,950.0,400.0,0.0,0.0,800.0,90000.0,1,3,1,35,0
17060,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,240000.0,1,1,1,39,0
17062,2500.0,2000.0,1700.0,2000.0,1700.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,42009.0,44473.0,45752.0,39325.0,43804.0,40668.0,60000.0,2,3,2,27,0
17063,7184.0,7184.0,7184.0,7433.0,7344.0,7184.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7184.0,7344.0,7184.0,7432.0,7184.0,7433.0,180000.0,2,2,2,44,0
17066,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,1,1,1,41,0
17067,0.0,326.0,80.0,0.0,173.0,6000.0,2.0,0.0,0.0,1.0,2.0,2.0,10018.0,5465.0,4559.0,4393.0,5353.0,4178.0,130000.0,2,2,2,25,0
17068,7000.0,8000.0,7200.0,0.0,8000.0,10000.0,0.0,0.0,0.0,1.0,0.0,2.0,199393.0,195990.0,194136.0,198510.0,194538.0,194040.0,210000.0,1,3,1,29,0
17070,0.0,0.0,600.0,2400.0,1744.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,19743.0,20560.0,20082.0,18558.0,19128.0,20358.0,20000.0,2,3,3,55,1
17071,9003.0,20500.0,11000.0,10000.0,13000.0,8501.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8102.0,12633.0,20338.0,7011.0,8585.0,9639.0,400000.0,1,2,1,37,0
17075,1400.0,400.0,6262.0,1777.0,800.0,2254.0,0.0,0.0,0.0,0.0,0.0,0.0,31513.0,30069.0,8005.0,35238.0,31659.0,35907.0,120000.0,2,1,2,27,0
17078,1376.0,2000.0,0.0,1400.0,1000.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,21638.0,23275.0,24902.0,21534.0,22651.0,22283.0,50000.0,2,1,2,38,1
17079,35821.0,0.0,1000.0,0.0,0.0,0.0,-2.0,3.0,2.0,1.0,-1.0,-2.0,-4220.0,30071.0,28767.0,-2221.0,30821.0,-8152.0,30000.0,1,2,1,35,0
17080,1000.0,1000.0,1000.0,1500.0,1000.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,12192.0,13775.0,14393.0,10056.0,12986.0,11387.0,30000.0,1,3,1,44,0
17082,20567.0,664.0,1000.0,1954.0,1000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,49493.0,18930.0,19329.0,47670.0,48497.0,48447.0,50000.0,2,3,2,52,0
17083,1712.0,1894.0,1670.0,2743.0,1762.0,2668.0,0.0,0.0,0.0,0.0,0.0,0.0,53561.0,53057.0,52908.0,49550.0,53283.0,51636.0,50000.0,1,1,1,47,0
17084,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,130000.0,1,1,2,25,1
17085,14100.0,6804.0,5.0,8000.0,4.0,11500.0,2.0,3.0,2.0,2.0,2.0,2.0,186539.0,192680.0,195226.0,175904.0,196029.0,179579.0,400000.0,1,2,1,49,1
17086,5000.0,4000.0,5000.0,4010.0,5000.0,6720.0,0.0,0.0,0.0,0.0,0.0,0.0,68761.0,70143.0,68506.0,74615.0,70260.0,74399.0,500000.0,2,1,2,38,0
17087,330.0,794.0,2349.0,451.0,0.0,1680.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1665.0,165.0,794.0,288.0,330.0,451.0,160000.0,2,1,2,27,0
17091,2000.0,0.0,0.0,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,59830.0,26607.0,0.0,56918.0,60134.0,58368.0,150000.0,1,1,2,27,0
17092,2696.0,2809.0,2826.0,2552.0,2716.0,2645.0,0.0,0.0,0.0,0.0,0.0,0.0,72886.0,75854.0,77440.0,69994.0,74371.0,71388.0,300000.0,1,2,1,55,0
17094,3427.0,0.0,984.0,0.0,0.0,1405.0,-1.0,0.0,0.0,-1.0,0.0,2.0,1405.0,3427.0,417.0,5285.0,3844.0,4053.0,30000.0,2,1,2,25,1
17097,742.0,316.0,746.0,742.0,742.0,742.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,742.0,742.0,316.0,742.0,742.0,742.0,210000.0,2,1,1,29,0
17100,200.0,3000.0,77412.0,0.0,34325.0,0.0,-2.0,-1.0,0.0,1.0,-1.0,-2.0,0.0,34325.0,37325.0,0.0,200.0,0.0,470000.0,2,1,2,32,0
17101,158.0,158.0,158.0,3297.0,11030.0,5939.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5923.0,11030.0,158.0,1072.0,158.0,3297.0,160000.0,2,1,1,34,0
17102,2000.0,1000.0,1000.0,2000.0,5000.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,15843.0,14637.0,15397.0,33743.0,16825.0,22989.0,50000.0,2,2,2,52,1
17103,315.0,374.0,4500.0,15954.0,3042.0,1677.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1677.0,3042.0,374.0,2626.0,315.0,15912.0,200000.0,1,1,2,28,0
17104,6682.0,0.0,5870.0,1359.0,1942.0,7650.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,7650.0,1942.0,0.0,3388.0,6682.0,1359.0,470000.0,2,2,1,49,1
